Id,Date,Season,Week,home,visitor,FT,hgoal,vgoal,division,tier,totgoal,goaldiff,result,HT,hgoal_half,vgoal_half,half_totgoal,half_goaldiff,result_half,fans,neutral,home_red_card,visitor_red_card
15457,2012-08-19,2012,1,Mersin Idmanyurdu,Orduspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
15458,2012-08-20,2012,1,Genclerbirligi,Antalyaspor,3-1,3,1,T1,1,4,2,H,0-0,0,0,0,0,D,1,0,0,0
15459,2012-08-20,2012,1,Galatasaray,Kasimpasa,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
15460,2012-08-24,2012,2,Kasimpasa,Kardemir Karabukspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,0,0,0,0
15461,2012-08-25,2012,2,Akhisarspor,Genclerbirligi,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,1
15462,2012-08-25,2012,2,Fenerbahce,Gaziantepspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,0,0,0,0
15463,2012-08-25,2012,2,Sivasspor,Mersin Idmanyurdu,3-3,3,3,T1,1,6,0,D,3-2,3,2,5,1,H,1,0,0,0
15464,2012-08-25,2012,2,Orduspor,Eskisehirspor,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,1,0,1
15465,2012-08-26,2012,2,Bursaspor,Basaksehir FK,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
15466,2012-08-26,2012,2,Trabzonspor,Elazigspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,0,0,0,0
15467,2012-08-26,2012,2,Besiktas,Galatasaray,3-3,3,3,T1,1,6,0,D,2-2,2,2,4,0,D,1,0,0,0
15468,2012-08-27,2012,2,Antalyaspor,Kayserispor,3-0,3,0,T1,1,3,3,H,0-0,0,0,0,0,D,1,0,0,0
15469,2012-08-31,2012,3,Genclerbirligi,Orduspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
15470,2012-08-31,2012,3,Mersin Idmanyurdu,Eskisehirspor,1-3,1,3,T1,1,4,-2,A,1-2,1,2,3,-1,A,1,0,0,0
15471,2012-09-01,2012,3,Elazigspor,Kasimpasa,0-3,0,3,T1,1,3,-3,A,0-1,0,1,1,-1,A,1,0,1,1
15472,2012-09-01,2012,3,Kardemir Karabukspor,Besiktas,0-3,0,3,T1,1,3,-3,A,0-3,0,3,3,-3,A,1,0,0,0
15473,2012-09-01,2012,3,Kayserispor,Akhisarspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
15474,2012-09-01,2012,3,Basaksehir FK,Antalyaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
15475,2012-09-02,2012,3,Sivasspor,Fenerbahce,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
15476,2012-09-02,2012,3,Galatasaray,Bursaspor,3-2,3,2,T1,1,5,1,H,1-0,1,0,1,1,H,1,0,0,0
15477,2012-09-02,2012,3,Gaziantepspor,Trabzonspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,1,0
15478,2012-09-15,2012,4,Kasimpasa,Gaziantepspor,3-0,3,0,T1,1,3,3,H,0-0,0,0,0,0,D,1,0,0,0
15479,2012-09-15,2012,4,Bursaspor,Kardemir Karabukspor,4-1,4,1,T1,1,5,3,H,2-1,2,1,3,1,H,1,0,0,0
15480,2012-09-15,2012,4,Antalyaspor,Galatasaray,0-4,0,4,T1,1,4,-4,A,0-2,0,2,2,-2,A,1,0,1,0
15481,2012-09-16,2012,4,Fenerbahce,Mersin Idmanyurdu,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,0,0,0,1
15482,2012-09-16,2012,4,Akhisarspor,Basaksehir FK,0-4,0,4,T1,1,4,-4,A,0-1,0,1,1,-1,A,1,0,0,0
15483,2012-09-16,2012,4,Eskisehirspor,Genclerbirligi,4-2,4,2,T1,1,6,2,H,2-0,2,0,2,2,H,1,0,0,0
15484,2012-09-16,2012,4,Trabzonspor,Sivasspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,0,0,0,0
15485,2012-09-17,2012,4,Besiktas,Elazigspor,3-0,3,0,T1,1,3,3,H,0-0,0,0,0,0,D,1,0,0,0
15486,2012-09-17,2012,4,Orduspor,Kayserispor,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,1
15487,2012-09-21,2012,5,Kardemir Karabukspor,Antalyaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,1
15488,2012-09-22,2012,5,Kayserispor,Eskisehirspor,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,0
15489,2012-09-22,2012,5,Basaksehir FK,Orduspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,1,0
15490,2012-09-22,2012,5,Gaziantepspor,Besiktas,3-2,3,2,T1,1,5,1,H,0-1,0,1,1,-1,A,1,0,0,0
15491,2012-09-22,2012,5,Mersin Idmanyurdu,Genclerbirligi,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
15492,2012-09-23,2012,5,Sivasspor,Kasimpasa,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
15493,2012-09-23,2012,5,Elazigspor,Bursaspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,1,0,0
15494,2012-09-23,2012,5,Galatasaray,Akhisarspor,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
15495,2012-09-24,2012,5,Fenerbahce,Trabzonspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,0,0,0,0
15496,2012-09-28,2012,6,Orduspor,Galatasaray,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
15497,2012-09-29,2012,6,Kasimpasa,Fenerbahce,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
15498,2012-09-29,2012,6,Akhisarspor,Kardemir Karabukspor,1-3,1,3,T1,1,4,-2,A,0-1,0,1,1,-1,A,1,0,0,0
15499,2012-09-29,2012,6,Bursaspor,Gaziantepspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
15500,2012-09-30,2012,6,Trabzonspor,Mersin Idmanyurdu,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,0,0,0,0
15501,2012-09-30,2012,6,Genclerbirligi,Kayserispor,4-0,4,0,T1,1,4,4,H,2-0,2,0,2,2,H,1,0,0,0
15502,2012-09-30,2012,6,Eskisehirspor,Basaksehir FK,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
15503,2012-09-30,2012,6,Antalyaspor,Elazigspor,4-0,4,0,T1,1,4,4,H,1-0,1,0,1,1,H,1,0,0,1
15504,2012-10-01,2012,6,Besiktas,Sivasspor,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,0,0,0,0
15505,2012-10-05,2012,7,Gaziantepspor,Antalyaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
15506,2012-10-05,2012,7,Kardemir Karabukspor,Orduspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
15507,2012-10-05,2012,7,Trabzonspor,Kasimpasa,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
15508,2012-10-06,2012,7,Elazigspor,Akhisarspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
15509,2012-10-06,2012,7,Galatasaray,Eskisehirspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
15510,2012-10-06,2012,7,Basaksehir FK,Genclerbirligi,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
15511,2012-10-07,2012,7,Sivasspor,Bursaspor,2-2,2,2,T1,1,4,0,D,0-1,0,1,1,-1,A,1,0,0,0
15512,2012-10-07,2012,7,Fenerbahce,Besiktas,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,0,0,0,1
15513,2012-10-07,2012,7,Mersin Idmanyurdu,Kayserispor,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,0,0
15514,2012-10-19,2012,8,Genclerbirligi,Galatasaray,3-3,3,3,T1,1,6,0,D,1-0,1,0,1,1,H,1,0,0,0
15515,2012-10-20,2012,8,Antalyaspor,Sivasspor,4-2,4,2,T1,1,6,2,H,2-1,2,1,3,1,H,1,0,0,0
15516,2012-10-20,2012,8,Orduspor,Elazigspor,2-2,2,2,T1,1,4,0,D,0-1,0,1,1,-1,A,1,0,0,0
15517,2012-10-20,2012,8,Bursaspor,Fenerbahce,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
15518,2012-10-21,2012,8,Besiktas,Trabzonspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
15519,2012-10-21,2012,8,Akhisarspor,Gaziantepspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
15520,2012-10-21,2012,8,Kasimpasa,Mersin Idmanyurdu,2-2,2,2,T1,1,4,0,D,0-1,0,1,1,-1,A,1,0,0,0
15521,2012-10-21,2012,8,Eskisehirspor,Kardemir Karabukspor,5-2,5,2,T1,1,7,3,H,2-1,2,1,3,1,H,1,0,0,0
15522,2012-10-22,2012,8,Kayserispor,Basaksehir FK,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
15523,2012-10-26,2012,9,Kasimpasa,Besiktas,1-3,1,3,T1,1,4,-2,A,1-2,1,2,3,-1,A,1,0,0,0
15524,2012-10-26,2012,9,Elazigspor,Eskisehirspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
15525,2012-10-27,2012,9,Mersin Idmanyurdu,Basaksehir FK,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
15526,2012-10-27,2012,9,Galatasaray,Kayserispor,3-0,3,0,T1,1,3,3,H,3-0,3,0,3,3,H,1,0,0,0
15527,2012-10-27,2012,9,Sivasspor,Akhisarspor,1-2,1,2,T1,1,3,-1,A,0-0,0,0,0,0,D,1,0,0,0
15528,2012-10-28,2012,9,Gaziantepspor,Orduspor,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
15529,2012-10-28,2012,9,Kardemir Karabukspor,Genclerbirligi,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
15530,2012-10-28,2012,9,Trabzonspor,Bursaspor,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
15531,2012-10-29,2012,9,Fenerbahce,Antalyaspor,1-3,1,3,T1,1,4,-2,A,0-2,0,2,2,-2,A,0,0,0,0
15532,2012-11-02,2012,10,Basaksehir FK,Galatasaray,1-3,1,3,T1,1,4,-2,A,0-2,0,2,2,-2,A,1,0,0,0
15533,2012-11-03,2012,10,Kayserispor,Kardemir Karabukspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
15534,2012-11-03,2012,10,Akhisarspor,Fenerbahce,1-2,1,2,T1,1,3,-1,A,1-2,1,2,3,-1,A,1,0,0,0
15535,2012-11-03,2012,10,Eskisehirspor,Gaziantepspor,4-0,4,0,T1,1,4,4,H,1-0,1,0,1,1,H,1,0,0,0
15536,2012-11-04,2012,10,Orduspor,Sivasspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,1
15537,2012-11-04,2012,10,Genclerbirligi,Elazigspor,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,1,0
15538,2012-11-04,2012,10,Besiktas,Mersin Idmanyurdu,3-0,3,0,T1,1,3,3,H,3-0,3,0,3,3,H,1,0,1,0
15539,2012-11-05,2012,10,Bursaspor,Kasimpasa,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,0
15540,2012-11-05,2012,10,Antalyaspor,Trabzonspor,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
15541,2012-11-09,2012,11,Besiktas,Bursaspor,3-3,3,3,T1,1,6,0,D,0-1,0,1,1,-1,A,1,0,0,0
15542,2012-11-09,2012,11,Sivasspor,Eskisehirspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
15543,2012-11-10,2012,11,Kasimpasa,Antalyaspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,1,0
15544,2012-11-10,2012,11,Kardemir Karabukspor,Basaksehir FK,3-1,3,1,T1,1,4,2,H,1-1,1,1,2,0,D,1,0,0,0
15545,2012-11-10,2012,11,Trabzonspor,Akhisarspor,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,0
15546,2012-11-11,2012,11,Elazigspor,Kayserispor,0-4,0,4,T1,1,4,-4,A,0-0,0,0,0,0,D,1,0,1,0
15547,2012-11-11,2012,11,Fenerbahce,Orduspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
15548,2012-11-11,2012,11,Gaziantepspor,Genclerbirligi,2-3,2,3,T1,1,5,-1,A,1-2,1,2,3,-1,A,1,1,0,0
15549,2012-11-11,2012,11,Mersin Idmanyurdu,Galatasaray,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
15550,2012-11-16,2012,12,Galatasaray,Kardemir Karabukspor,1-3,1,3,T1,1,4,-2,A,1-2,1,2,3,-1,A,1,0,0,0
15551,2012-11-17,2012,12,Basaksehir FK,Elazigspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,1
15552,2012-11-17,2012,12,Genclerbirligi,Sivasspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
15553,2012-11-17,2012,12,Eskisehirspor,Fenerbahce,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,1
15554,2012-11-18,2012,12,Akhisarspor,Kasimpasa,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
15555,2012-11-18,2012,12,Kayserispor,Gaziantepspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
15556,2012-11-18,2012,12,Bursaspor,Mersin Idmanyurdu,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
15557,2012-11-18,2012,12,Antalyaspor,Besiktas,3-5,3,5,T1,1,8,-2,A,1-2,1,2,3,-1,A,1,0,0,0
15558,2012-11-19,2012,12,Orduspor,Trabzonspor,1-2,1,2,T1,1,3,-1,A,0-0,0,0,0,0,D,1,0,0,0
15559,2012-11-23,2012,13,Besiktas,Akhisarspor,3-1,3,1,T1,1,4,2,H,3-0,3,0,3,3,H,1,0,1,0
15560,2012-11-23,2012,13,Mersin Idmanyurdu,Kardemir Karabukspor,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,1,1
15561,2012-11-24,2012,13,Kasimpasa,Orduspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
15562,2012-11-24,2012,13,Bursaspor,Antalyaspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
15563,2012-11-24,2012,13,Elazigspor,Galatasaray,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,1
15564,2012-11-25,2012,13,Gaziantepspor,Basaksehir FK,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,0,0,0,0
15565,2012-11-25,2012,13,Fenerbahce,Genclerbirligi,4-1,4,1,T1,1,5,3,H,1-1,1,1,2,0,D,1,0,0,0
15566,2012-11-25,2012,13,Sivasspor,Kayserispor,4-2,4,2,T1,1,6,2,H,3-0,3,0,3,3,H,1,0,0,0
15567,2012-11-26,2012,13,Trabzonspor,Eskisehirspor,0-3,0,3,T1,1,3,-3,A,0-2,0,2,2,-2,A,1,0,0,0
15568,2012-11-30,2012,14,Galatasaray,Gaziantepspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,1,0
15569,2012-12-01,2012,14,Kardemir Karabukspor,Elazigspor,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
15570,2012-12-01,2012,14,Akhisarspor,Bursaspor,2-2,2,2,T1,1,4,0,D,1-0,1,0,1,1,H,1,0,1,0
15571,2012-12-01,2012,14,Orduspor,Besiktas,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,0
15572,2012-12-02,2012,14,Basaksehir FK,Sivasspor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
15573,2012-12-02,2012,14,Antalyaspor,Mersin Idmanyurdu,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
15574,2012-12-02,2012,14,Kayserispor,Fenerbahce,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
15575,2012-12-02,2012,14,Eskisehirspor,Kasimpasa,2-2,2,2,T1,1,4,0,D,1-0,1,0,1,1,H,1,0,0,0
15576,2012-12-03,2012,14,Genclerbirligi,Trabzonspor,0-4,0,4,T1,1,4,-4,A,0-2,0,2,2,-2,A,1,0,1,0
15577,2012-12-07,2012,15,Besiktas,Eskisehirspor,2-2,2,2,T1,1,4,0,D,1-0,1,0,1,1,H,1,0,0,0
15578,2012-12-07,2012,15,Elazigspor,Mersin Idmanyurdu,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
15579,2012-12-08,2012,15,Sivasspor,Galatasaray,1-3,1,3,T1,1,4,-2,A,1-2,1,2,3,-1,A,1,0,0,0
15580,2012-12-08,2012,15,Bursaspor,Orduspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,1,1
15581,2012-12-08,2012,15,Gaziantepspor,Kardemir Karabukspor,0-2,0,2,T1,1,2,-2,A,0-2,0,2,2,-2,A,1,0,0,0
15582,2012-12-08,2012,15,Kasimpasa,Genclerbirligi,2-2,2,2,T1,1,4,0,D,0-0,0,0,0,0,D,1,0,0,0
15583,2012-12-09,2012,15,Trabzonspor,Kayserispor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
15584,2012-12-09,2012,15,Fenerbahce,Basaksehir FK,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
15585,2012-12-14,2012,16,Eskisehirspor,Bursaspor,2-2,2,2,T1,1,4,0,D,0-1,0,1,1,-1,A,1,0,0,0
15586,2012-12-15,2012,16,Mersin Idmanyurdu,Akhisarspor,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,0
15587,2012-12-15,2012,16,Genclerbirligi,Besiktas,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
15588,2012-12-15,2012,16,Elazigspor,Gaziantepspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,1
15589,2012-12-16,2012,16,Galatasaray,Fenerbahce,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,1
15590,2012-12-16,2012,16,Orduspor,Antalyaspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
15591,2012-12-16,2012,16,Basaksehir FK,Trabzonspor,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
15592,2012-12-16,2012,16,Kardemir Karabukspor,Sivasspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
15593,2012-12-17,2012,16,Kayserispor,Kasimpasa,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
15594,2012-12-21,2012,17,Akhisarspor,Orduspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,1
15595,2012-12-21,2012,17,Besiktas,Kayserispor,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,0
15596,2012-12-22,2012,17,Kasimpasa,Basaksehir FK,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
15597,2012-12-22,2012,17,Fenerbahce,Kardemir Karabukspor,1-3,1,3,T1,1,4,-2,A,0-2,0,2,2,-2,A,1,0,0,0
15598,2012-12-23,2012,17,Antalyaspor,Eskisehirspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
15599,2012-12-23,2012,17,Trabzonspor,Galatasaray,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
15600,2012-12-23,2012,17,Bursaspor,Genclerbirligi,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
15601,2012-12-23,2012,17,Sivasspor,Elazigspor,3-1,3,1,T1,1,4,2,H,2-1,2,1,3,1,H,1,0,1,0
15602,2012-12-23,2012,17,Gaziantepspor,Mersin Idmanyurdu,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
15603,2013-01-09,2012,15,Akhisarspor,Antalyaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
15604,2013-01-18,2012,18,Kasimpasa,Galatasaray,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
15605,2013-01-19,2012,18,Sivasspor,Gaziantepspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
15606,2013-01-19,2012,18,Besiktas,Basaksehir FK,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
15607,2013-01-19,2012,18,Bursaspor,Kayserispor,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,0
15608,2013-01-20,2012,18,Fenerbahce,Elazigspor,2-2,2,2,T1,1,4,0,D,0-2,0,2,2,-2,A,1,0,2,1
15609,2013-01-20,2012,18,Antalyaspor,Genclerbirligi,3-5,3,5,T1,1,8,-2,A,2-4,2,4,6,-2,A,1,0,0,0
15610,2013-01-20,2012,18,Trabzonspor,Kardemir Karabukspor,1-3,1,3,T1,1,4,-2,A,1-2,1,2,3,-1,A,0,0,1,0
15611,2013-01-21,2012,18,Orduspor,Mersin Idmanyurdu,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
15612,2013-01-21,2012,18,Akhisarspor,Eskisehirspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
15613,2013-01-25,2012,19,Kardemir Karabukspor,Kasimpasa,0-3,0,3,T1,1,3,-3,A,0-2,0,2,2,-2,A,1,0,0,0
15614,2013-01-26,2012,19,Basaksehir FK,Bursaspor,4-1,4,1,T1,1,5,3,H,2-0,2,0,2,2,H,1,0,0,0
15615,2013-01-26,2012,19,Genclerbirligi,Akhisarspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
15616,2013-01-26,2012,19,Gaziantepspor,Fenerbahce,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,0
15617,2013-01-27,2012,19,Galatasaray,Besiktas,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,1,0
15618,2013-01-27,2012,19,Mersin Idmanyurdu,Sivasspor,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
15619,2013-01-27,2012,19,Elazigspor,Trabzonspor,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,0,1
15620,2013-01-27,2012,19,Kayserispor,Antalyaspor,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,0
15621,2013-01-28,2012,19,Eskisehirspor,Orduspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,2
15622,2013-02-01,2012,20,Akhisarspor,Kayserispor,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,1,0,0
15623,2013-02-01,2012,20,Besiktas,Kardemir Karabukspor,2-2,2,2,T1,1,4,0,D,1-0,1,0,1,1,H,1,0,0,1
15624,2013-02-02,2012,20,Kasimpasa,Elazigspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
15625,2013-02-02,2012,20,Bursaspor,Galatasaray,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
15626,2013-02-02,2012,20,Antalyaspor,Basaksehir FK,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
15627,2013-02-03,2012,20,Orduspor,Genclerbirligi,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,1
15628,2013-02-03,2012,20,Eskisehirspor,Mersin Idmanyurdu,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
15629,2013-02-03,2012,20,Trabzonspor,Gaziantepspor,4-1,4,1,T1,1,5,3,H,1-0,1,0,1,1,H,1,0,0,0
15630,2013-02-03,2012,20,Fenerbahce,Sivasspor,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,0,0
15631,2013-02-09,2012,21,Basaksehir FK,Akhisarspor,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,0,0
15632,2013-02-09,2012,21,Genclerbirligi,Eskisehirspor,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,1,0
15633,2013-02-09,2012,21,Elazigspor,Besiktas,1-3,1,3,T1,1,4,-2,A,1-1,1,1,2,0,D,1,0,0,0
15634,2013-02-09,2012,21,Kardemir Karabukspor,Bursaspor,0-3,0,3,T1,1,3,-3,A,0-0,0,0,0,0,D,1,0,1,0
15635,2013-02-10,2012,21,Mersin Idmanyurdu,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
15636,2013-02-10,2012,21,Galatasaray,Antalyaspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
15637,2013-02-10,2012,21,Sivasspor,Trabzonspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,1
15638,2013-02-10,2012,21,Kayserispor,Orduspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
15639,2013-02-11,2012,21,Gaziantepspor,Kasimpasa,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
15640,2013-02-15,2012,22,Akhisarspor,Galatasaray,1-2,1,2,T1,1,3,-1,A,0-0,0,0,0,0,D,1,0,0,0
15641,2013-02-16,2012,22,Eskisehirspor,Kayserispor,0-3,0,3,T1,1,3,-3,A,0-1,0,1,1,-1,A,1,0,0,0
15642,2013-02-16,2012,22,Besiktas,Gaziantepspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,1
15643,2013-02-16,2012,22,Antalyaspor,Kardemir Karabukspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
15644,2013-02-17,2012,22,Trabzonspor,Fenerbahce,0-3,0,3,T1,1,3,-3,A,0-2,0,2,2,-2,A,1,0,0,0
15645,2013-02-17,2012,22,Bursaspor,Elazigspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
15646,2013-02-17,2012,22,Genclerbirligi,Mersin Idmanyurdu,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,0,0
